Entity,Code,Year,Average annual hours worked per employed person (Bick et al 2019),Annual working hours per worker,Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),143615-annotations,Average annual hours actually worked per worker (OECD)
Costa Rica,CRI,2011,,2289.8875,,,2285.3
Costa Rica,CRI,2012,,2242.5994,,,2233.4
Costa Rica,CRI,2013,,2156.5576,,,2140.59999999999
Costa Rica,CRI,2014,,2135.5332,,,2121.69999999999
Costa Rica,CRI,2015,,2156.9104,,,2148.19999999999
Costa Rica,CRI,2016,,2212.3838,,,2204.69999999999
Costa Rica,CRI,2017,,2185.2825,,,2178.9
Costa Rica,CRI,2018,,2127.9885,,,2121
Costa Rica,CRI,2019,,2069.2454,,,2059.59999999999
Croatia,HRV,1995,,1923.6868,,,
Croatia,HRV,1996,,1923.6843,,,
Croatia,HRV,1997,,1923.7461,,,
Croatia,HRV,1998,,1923.6796,,,
Croatia,HRV,1999,,1923.6516,,,
Croatia,HRV,2000,,1922.0885,,,
Croatia,HRV,2001,,1923.3796,,,
Croatia,HRV,2002,,1923.6532,,,
Croatia,HRV,2003,,1924.7345,,,
Croatia,HRV,2004,,1926.5612,,,
Croatia,HRV,2005,,1926.5049,,,
Croatia,HRV,2006,,1928.6445,,,
Croatia,HRV,2007,,1930.6614,,,
Croatia,HRV,2008,,1932.2053,,,
Croatia,HRV,2009,,1928.8948,,,
Croatia,HRV,2010,,1942.9882,,,
Croatia,HRV,2011,,1940.2644,,,
Croatia,HRV,2012,,1923.7847,,,
Croatia,HRV,2013,,1909.4727,,,
Croatia,HRV,2014,,1891.6152,,,
Croatia,HRV,2015,,1827.651,,,
Croatia,HRV,2016,,1834.9098,,,
Croatia,HRV,2017,,1823.7676,,,
Croatia,HRV,2018,,1810.8696,,,
Croatia,HRV,2019,,1831.3234,,,
Cyprus,CYP,1995,,1899.5675,,,
Cyprus,CYP,1996,,1898.5345,,,
Cyprus,CYP,1997,,1906.2773,,,
Cyprus,CYP,1998,,1912.542,,,
Cyprus,CYP,1999,,1919.71,,,
Cyprus,CYP,2000,,1926.3915,,,
Cyprus,CYP,2001,,1950.894,,,
Cyprus,CYP,2002,,1923.2074,,,
Cyprus,CYP,2003,,1916.0419,,,
Cyprus,CYP,2004,,1878.5753,,,
Cyprus,CYP,2005,,1847.304,,,
Cyprus,CYP,2006,,1832.9216,,,
Cyprus,CYP,2007,,1862.0607,,,
Cyprus,CYP,2008,,1867.7183,,,
Cyprus,CYP,2009,,1847.1039,,,
Cyprus,CYP,2010,,1844.9968,,,
Cyprus,CYP,2011,,1847.2744,,,
Cyprus,CYP,2012,,1845.2687,,,
Cyprus,CYP,2013,,1810.279,,,
Cyprus,CYP,2014,,1815.4343,,,
Cyprus,CYP,2015,,1824.3308,,,
Cyprus,CYP,2016,,1839.6754,,,
Cyprus,CYP,2017,,1821.4827,,,
Cyprus,CYP,2018,,1809.5833,,,
Cyprus,CYP,2019,,1805.2397,,,
Czechia,CZE,1997,1907.85363769531,1857.7623,,,1858
Czechia,CZE,1998,1886.83447265625,1877.4183,,,1877
Czechia,CZE,1999,1910.00158691406,1893.5347,,,1894
Czechia,CZE,2000,1885.10131835938,1895.5621,,,1896
Czechia,CZE,2001,1815.23547363281,1818.3157,,,1818
Czechia,CZE,2002,1847.28161621094,1816.5702,,,1817
Czechia,CZE,2003,1860.13940429688,1806.224,,,1806
Czechia,CZE,2004,1882.31384277344,1817.061,,,1817
Czechia,CZE,2005,1874.66052246094,1816.9883,,,1817
Czechia,CZE,2006,1869.34204101562,1799.1667,,,1799
Czechia,CZE,2007,1856.2685546875,1784.3645,,,1784
Czechia,CZE,2008,1863.85961914062,1789.5405,,,1790
Czechia,CZE,2009,1825.96813964844,1778.767,,,1779
Czechia,CZE,2010,1830.91430664062,1799.5005,,,1800
Czechia,CZE,2011,1845.19860839844,1805.6233,,,1806
Czechia,CZE,2012,1824.64990234375,1776.1244,,,1776
Czechia,CZE,2013,1806.83569335938,1763.0048,,,1763
Czechia,CZE,2014,1808.55883789062,1776.7375,,,1777
Czechia,CZE,2015,1817.48901367188,1756.161,,,1756
Czechia,CZE,1993,,1856.9036,,,1857
Czechia,CZE,1994,,1838.9045,,,1839
Czechia,CZE,1995,,1857.9026,,,1858
Czechia,CZE,1996,,1852.5775,,,1853
Czechia,CZE,2016,,1778.5255,,,1779
Czechia,CZE,2017,,1784.3712,,,1784
Czechia,CZE,2018,,1786.6891,,,1792
Czechia,CZE,2019,,1787.5435,,,1788
Denmark,DNK,1984,1620.71337890625,1540.8369,,,1541
Denmark,DNK,1985,1628.37829589844,1527.4664,,,1527
Denmark,DNK,1986,1593.56481933594,1530.9512,,,1531
Denmark,DNK,1987,1566.29907226562,1493.0265,,,1493
Denmark,DNK,1988,1575.876953125,1471.1697,,,1471
Denmark,DNK,1989,1559.08679199219,1454.9504,,,1455
Denmark,DNK,1990,1554.86535644531,1440.4998,1492,,1441
Denmark,DNK,1991,1537.67163085938,1437.3113,,,1437
Denmark,DNK,1992,1583.548828125,1452.3666,,,1452
Denmark,DNK,1993,1560.33508300781,1448.9192,,,1449
Denmark,DNK,1994,1601.2783203125,1406.6619,,,1407
Denmark,DNK,1995,1567.34350585938,1419.1434,,,1419
Denmark,DNK,1996,1571.82788085938,1412.2639,,,1412
Denmark,DNK,1997,1569.20971679688,1428.0895,,,1428
Denmark,DNK,1998,1530.98388671875,1441.135,,,1441
Denmark,DNK,1999,1580.57092285156,1456.4973,,,1456
Denmark,DNK,2000,1561.3447265625,1465.9373,1473,,1466
Denmark,DNK,2001,1579.58447265625,1468.6771,,,1469
Denmark,DNK,2002,1559.66760253906,1462.5846,,,1463
Denmark,DNK,2003,1562.46496582031,1457.829,,,1458
Denmark,DNK,2004,1540.79064941406,1458.0756,,,1458
Denmark,DNK,2005,1543.63635253906,1451.3639,,,1451
Denmark,DNK,2006,1526.09436035156,1455.7018,,,1456
Denmark,DNK,2007,1518.3486328125,1432.7698,,,1433
Denmark,DNK,2008,1511.96813964844,1430.0546,,,1430
Denmark,DNK,2009,1497.42395019531,1417.0284,,,1417
Denmark,DNK,2010,1495.97827148438,1422.3064,,,1422
Denmark,DNK,2011,1495.99011230469,1436.9801,,,1437
Denmark,DNK,2012,1492.77758789062,1423.3478,,,1423
Denmark,DNK,2013,1493.89587402344,1425.6351,,,1426
Denmark,DNK,2014,1493.83654785156,1413.8082,,,1414
Denmark,DNK,2015,1489.74096679688,1407.1481,,,1407
Denmark,DNK,1950,,2049.514,2071,,
Denmark,DNK,1951,,2035.0591,,,
Denmark,DNK,1952,,2020.7062,,,
Denmark,DNK,1953,,2006.4546,,,
Denmark,DNK,1954,,1992.3035,,,
Denmark,DNK,1955,,1978.2522,,,
Denmark,DNK,1956,,1964.2999,,,
Denmark,DNK,1957,,1950.4462,,,
Denmark,DNK,1958,,1936.6901,,,
Denmark,DNK,1959,,1923.031,,,
Denmark,DNK,1960,,1909.4683,1929,,
Denmark,DNK,1961,,1921.4111,,,
Denmark,DNK,1962,,1933.4288,,,
Denmark,DNK,1963,,1945.5216,,,
Denmark,DNK,1964,,1957.6901,,,
Denmark,DNK,1965,,1969.9347,,,
Denmark,DNK,1966,,1982.2559,,,
Denmark,DNK,1967,,1953.6619,,,
Denmark,DNK,1968,,1909.1918,,,
Denmark,DNK,1969,,1869.7018,,,
Denmark,DNK,1970,,1845.3499,1871,,1845
Denmark,DNK,1971,,1809.7368,,,1810
Denmark,DNK,1972,,1751.8479,,,1752
Denmark,DNK,1973,,1709.5088,,,1710
Denmark,DNK,1974,,1691.4918,,,1691
Denmark,DNK,1975,,1616.5078,,,1617
Denmark,DNK,1976,,1623.5383,,,1624
Denmark,DNK,1977,,1598.4269,,,1598
Denmark,DNK,1978,,1575.1555,,,1575
Denmark,DNK,1979,,1563.8428,,,1564
Denmark,DNK,1980,,1577.4359,1693,,1577
Denmark,DNK,1981,,1546.3959,,,1546
Denmark,DNK,1982,,1552.8433,,,1553
Denmark,DNK,1983,,1545.9578,,,1546
Denmark,DNK,2016,,1412.0458,,,1412
Denmark,DNK,2017,,1405.404,,,1405
Denmark,DNK,2018,,1381.9294,,,1382
Denmark,DNK,2019,,1380.6077,,,1380
Denmark,DNK,1870,,,3434,,
Denmark,DNK,1880,,,3172,,
Denmark,DNK,1890,,,2933,,
Denmark,DNK,1900,,,2742,,
Denmark,DNK,1913,,,2731,,
Denmark,DNK,1929,,,2301,,
Denmark,DNK,1938,,,2203,,
Dominican Republic,DOM,1990,,2171.7024,,,
Dominican Republic,DOM,1991,,2169.4995,,,
Dominican Republic,DOM,1992,,2140.2593,,,
Dominican Republic,DOM,1993,,2233.4863,,,
Dominican Republic,DOM,1994,,2215.7012,,,
Dominican Republic,DOM,1995,,2234.448,,,
Dominican Republic,DOM,1996,,2206.3308,,,
Dominican Republic,DOM,1997,,2223.5127,,,
Dominican Republic,DOM,1998,,2283.072,,,
Dominican Republic,DOM,1999,,2303.456,,,
Dominican Republic,DOM,2000,,2206.567,,,
Dominican Republic,DOM,2001,,2187.6,,,
Dominican Republic,DOM,2002,,2137.6614,,,
Dominican Republic,DOM,2003,,2130.0408,,,
Dominican Republic,DOM,2004,,2151.756,,,
Dominican Republic,DOM,2005,,2153.188,,,
Dominican Republic,DOM,2006,,2123.3628,,,
Dominican Republic,DOM,2007,,2132.8594,,,
Dominican Republic,DOM,2008,,2131.6663,,,
Dominican Republic,DOM,2009,,2131.3306,,,
Dominican Republic,DOM,2010,,2114.7668,,,
Dominican Republic,DOM,2011,,2107.8098,,,
Dominican Republic,DOM,2012,,2114.4988,,,
Dominican Republic,DOM,2013,,2122.6282,,,
Dominican Republic,DOM,2014,,2181.511,,,
Dominican Republic,DOM,2015,,2156.5974,,,
Dominican Republic,DOM,2016,,2142.102,,,
Dominican Republic,DOM,2017,,2142.102,,,
Dominican Republic,DOM,2018,,2142.102,,,
Dominican Republic,DOM,2019,,2142.102,,,
Ecuador,ECU,1995,,1943,,,
Ecuador,ECU,1996,,1936.3103,,,
Ecuador,ECU,1997,,1929.6437,,,
Ecuador,ECU,1998,,1923,,,
Ecuador,ECU,1999,,1788.7039,,,
Ecuador,ECU,2000,,1800.2263,,,
Ecuador,ECU,2001,,1811.8231,,,
Ecuador,ECU,2002,,1823.4945,,,
Ecuador,ECU,2003,,1835.2412,,,
Ecuador,ECU,2004,,1782.7158,,,
Ecuador,ECU,2005,,1808.5057,,,
Ecuador,ECU,2006,,1772.748,,,
Ecuador,ECU,2007,,1729.0538,,,
Ecuador,ECU,2008,,1758.101,,,
Ecuador,ECU,2009,,1734.4746,,,
Ecuador,ECU,2010,,1719.4629,,,
Ecuador,ECU,2011,,1699.5295,,,
Ecuador,ECU,2012,,1664.7306,,,
Ecuador,ECU,2013,,1661.2454,,,
Ecuador,ECU,2014,,1649.2662,,,
Ecuador,ECU,2015,,1620.1982,,,
Ecuador,ECU,2016,,1572.3125,,,
Ecuador,ECU,2017,,1566.3596,,,
Ecuador,ECU,2018,,1568.1403,,,
Ecuador,ECU,2019,,1551.6428,,,
Estonia,EST,1995,,1983.2291,,,
Estonia,EST,1996,,1982.2822,,,
Estonia,EST,1997,,1980.5514,,,
Estonia,EST,1998,,1980.1615,,,
Estonia,EST,1999,,1977.345,,,
Estonia,EST,2000,,1977.8729,,,1884
Estonia,EST,2001,,1970.4961,,,1877
Estonia,EST,2002,,1972.69,,,1879
Estonia,EST,2003,,1978.3347,,,1884
Estonia,EST,2004,,1986.4607,,,1892
Estonia,EST,2005,,2008.3733,,,1913
Estonia,EST,2006,,2000.9904,,,1906
Estonia,EST,2007,,1998.4846,,,1903
Estonia,EST,2008,,1967.7698,,,1874
Estonia,EST,2009,,1832.1401,,,1745
Estonia,EST,2010,,1874.7017,,,1785
Estonia,EST,2011,,1918.863,,,1827
Estonia,EST,2012,,1885.6866,,,1796
Estonia,EST,2013,,1865.8429,,,1777
Estonia,EST,2014,,1859.4319,,,1771
Estonia,EST,2015,,1851.6166,,,1763
Estonia,EST,2016,,1855.1993,,,1767
Estonia,EST,2017,,1856.6827,,,1768
Estonia,EST,2018,,1810.3788,,,1724
Estonia,EST,2019,,1797.2145,,,1711
Finland,FIN,1950,,2024.55,,,
Finland,FIN,1951,,2025.1461,,,
Finland,FIN,1952,,2025.7424,,,
Finland,FIN,1953,,2026.339,,,
Finland,FIN,1954,,2026.9355,,,
Finland,FIN,1955,,2027.5325,,,
Finland,FIN,1956,,2028.1294,,,
Finland,FIN,1957,,2028.7266,,,
Finland,FIN,1958,,2029.324,,,
Finland,FIN,1959,,2029.9215,,,
Finland,FIN,1960,,2030.5192,,,1967
Finland,FIN,1961,,2029.4869,,,1966
Finland,FIN,1962,,2022.2609,,,1959
Finland,FIN,1963,,2019.164,,,1956
Finland,FIN,1964,,2043.939,,,1980
Finland,FIN,1965,,2043.939,,,1980
Finland,FIN,1966,,2020.1963,,,1957
Finland,FIN,1967,,2002.6473,,,1940
Finland,FIN,1968,,1987.163,,,1925
Finland,FIN,1969,,1968.5817,,,1907
Finland,FIN,1970,,1979.9369,,,1918
Finland,FIN,1971,,1944.3569,,,1884
Finland,FIN,1972,,1928.6589,,,1869
Finland,FIN,1973,,1912.9619,,,1853
Finland,FIN,1974,,1906.6829,,,1848
Finland,FIN,1975,,1899.143,,,1779
Finland,FIN,1976,,1896.1289,,,1776
Finland,FIN,1977,,1887.8369,,,1769
Finland,FIN,1978,,1893.2559,,,1774
Finland,FIN,1979,,1869.143,,,1751
Finland,FIN,1980,,1790.0089,,,1732
Finland,FIN,1981,,1783.7668,,,1726
Finland,FIN,1982,,1776.4014,,,1719
Finland,FIN,1983,,1766.1139,,,1709
Finland,FIN,1984,,1761.8673,,,1705
Finland,FIN,1985,,1755.8744,,,1699
Finland,FIN,1986,,1739.2924,,,1683
Finland,FIN,1987,,1746.2614,,,1690
Finland,FIN,1988,,1749.9081,,,1694
Finland,FIN,1989,,1750.0303,,,1694
Finland,FIN,1990,,1726.422,,,1671
Finland,FIN,1991,,1707.338,,,1652
Finland,FIN,1992,,1706.4473,,,1652
Finland,FIN,1993,,1705.8651,,,1651
Finland,FIN,1994,,1726.8401,,,1671
Finland,FIN,1995,,1732.4525,,,1677
Finland,FIN,1996,,1730.9768,,,1675
Finland,FIN,1997,,1726.7855,,,1671
Finland,FIN,1998,,1716.5051,,,1661
Finland,FIN,1999,,1716.1497,,,1661
Finland,FIN,2000,,1704.7135,,,1650
Finland,FIN,2001,,1689.9165,,,1636
Finland,FIN,2002,,1682.4988,,,1628
Finland,FIN,2003,,1676.4135,,,1623
Finland,FIN,2004,,1677.6915,,,1624
Finland,FIN,2005,,1667.0387,,,1613
Finland,FIN,2006,,1661.7432,,,1608
Finland,FIN,2007,,1658.0253,,,1605
Finland,FIN,2008,,1653.7998,,,1601
Finland,FIN,2009,,1632.5205,,,1580
Finland,FIN,2010,,1637.9124,,,1585
Finland,FIN,2011,,1630.3019,,,1578
Finland,FIN,2012,,1619.7332,,,1568
Finland,FIN,2013,,1612.1733,,,1560
Finland,FIN,2014,,1609.5339,,,1558
Finland,FIN,2015,,1607.14,,,1555
Finland,FIN,2016,,1606.3032,,,1555
Finland,FIN,2017,,1600.3201,,,1549
Finland,FIN,2018,,1597.7305,,,1546
Finland,FIN,2019,,1590.6946,,,1540
France,FRA,1983,1724.45764160156,1696.3026,,,1696
France,FRA,1984,1718.98254394531,1689.6501,,,1690
France,FRA,1985,1700.40124511719,1654.322,,,1654
France,FRA,1986,1686.00915527344,1648.3517,,,1648
France,FRA,1987,1709.46801757812,1659.3856,,,1659
France,FRA,1988,1723.9443359375,1667.4076,,,1667
France,FRA,1989,1721.24230957031,1651.2667,,,1651
France,FRA,1990,1675.78491210938,1644.8507,1558,,1645
France,FRA,1991,1691.25964355469,1637.7817,,,1638
France,FRA,1992,1697.21643066406,1635.1525,,,1635
France,FRA,1993,1701.87768554688,1626.6859,,,1627
France,FRA,1994,1709.78515625,1623.2335,,,1623
France,FRA,1995,1683.45385742188,1601.2115,,,1601
France,FRA,1996,1669.60998535156,1597.2815,,,1597
France,FRA,1997,1683.16625976562,1595.6454,,,1596
France,FRA,1998,1677.17492675781,1585.2897,,,1585
France,FRA,1999,1676.15930175781,1578.3046,,,1578
France,FRA,2000,1642.24963378906,1558.3387,1443,,1558
France,FRA,2001,1626.20935058594,1537.9565,,,1538
France,FRA,2002,1594.13818359375,1503.8867,,,1504
France,FRA,2003,1561.2158203125,1507.2567,,,1507
France,FRA,2004,1570.80871582031,1530.856,,,1531
France,FRA,2005,1575.68798828125,1532.0759,,,1532
France,FRA,2006,1574.04650878906,1515.0112,,,1515
France,FRA,2007,1585.16918945312,1536.8156,,,1537
France,FRA,2008,1572.4326171875,1542.7961,,,1543
France,FRA,2009,1568.48815917969,1531.4512,,,1531
France,FRA,2010,1581.140625,1539.8031,,,1540
France,FRA,2011,1594.22729492188,1546.3312,,,1546
France,FRA,2012,1586.35168457031,1540.8806,,,1541
France,FRA,2013,1573.03686523438,1526.242,,,1526
France,FRA,2014,1556.69799804688,1518.1111,,,1518
France,FRA,2015,1575.84680175781,1519.4844,,,1519
France,FRA,1950,,2350.9597,2045,,2351
France,FRA,1951,,2360.5159,,,2360
France,FRA,1952,,2338.8276,,,2339
France,FRA,1953,,2313.3123,,,2313
France,FRA,1954,,2316.4275,,,2316
France,FRA,1955,,2292.0476,,,2292
France,FRA,1956,,2236.0613,,,2236
France,FRA,1957,,2199.6052,,,2200
France,FRA,1958,,2179.3933,,,2179
France,FRA,1959,,2179.2483,,,2179
France,FRA,1960,,2188.477,2025,,2188
France,FRA,1961,,2165.1897,,,2165
France,FRA,1962,,2177.7688,,,2178
France,FRA,1963,,2159.3423,,,2159
France,FRA,1964,,2166.1526,,,2166
France,FRA,1965,,2153.1584,,,2153
France,FRA,1966,,2144.572,,,2145
France,FRA,1967,,2110.4717,,,2110
France,FRA,1968,,2086.6023,,,2087
France,FRA,1969,,2011.9497,,,2012
France,FRA,1970,,1992.5079,1849,,1993
France,FRA,1971,,1989.7317,,,1990
France,FRA,1972,,1936.6277,,,1937
France,FRA,1973,,1920.427,,,1920
France,FRA,1974,,1888.4678,,,1888
France,FRA,1975,,1862.6046,,,1863
France,FRA,1976,,1888.8861,,,1889
France,FRA,1977,,1850.3282,,,1850
France,FRA,1978,,1819.0271,,,1819
France,FRA,1979,,1815.5414,,,1816
France,FRA,1980,,1806.1338,1696,,1806
France,FRA,1981,,1785.5872,,,1786
France,FRA,1982,,1714.3784,,,1714
France,FRA,2016,,1522.0693,,,1522
France,FRA,2017,,1505.3679,,,1505
France,FRA,2018,,1495.4579,,,1495
France,FRA,2019,,1504.9124,,,1505
France,FRA,1870,,,3168,,
France,FRA,1880,,,3165,,
France,FRA,1890,,,3119,,
France,FRA,1900,,,3115,,
France,FRA,1913,,,2933,,
France,FRA,1929,,,2198,,
France,FRA,1938,,,1760,,
Germany,DEU,1983,1752.04907226562,1710.5734,,,
Germany,DEU,1984,1688.38195800781,1699.5375,,,
Germany,DEU,1985,1717.87573242188,1676.4623,,,
Germany,DEU,1986,1713.556640625,1657.4001,,,
Germany,DEU,1987,1695.52062988281,1634.325,,,
Germany,DEU,1988,1700.91833496094,1629.3086,,,
Germany,DEU,1989,1691.45153808594,1606.2334,,,
Germany,DEU,1990,1637.43310546875,1583.1582,1541,,
Germany,DEU,1991,1622.0009765625,1554.0635,,,1554.09999999999
Germany,DEU,1992,1663.42700195312,1565.0939,,,1565.09999999999
Germany,DEU,1993,1663.83862304688,1540.1843,,,1540.2
Germany,DEU,1994,1663.18054199219,1536.577,,,1536.59999999999
Germany,DEU,1995,1648.28576660156,1530.5715,,,1530.59999999999
Germany,DEU,1996,1633.29296875,1516.7512,,,1516.8
Germany,DEU,1997,1626.17138671875,1507.6761,,,1507.7
Germany,DEU,1998,1634.79443359375,1504.5591,,,1504.5
Germany,DEU,1999,1634.50451660156,1491.5133,,,1491.5
Germany,DEU,2000,1614.02319335938,1465.9377,1463,,1465.9
Germany,DEU,2001,1596.14880371094,1458.165,,,1458.2
Germany,DEU,2002,1577.4130859375,1448.9235,,,1448.9
Germany,DEU,2003,1559.41125488281,1443.408,,,1443.4
Germany,DEU,2004,1581.19799804688,1442.5842,,,1442.59999999999
Germany,DEU,2005,1580.04052734375,1432.4235,,,1432.4
Germany,DEU,2006,1567.779296875,1453.1885,,,1453.2
Germany,DEU,2007,1552.54577636719,1454.0872,,,1454.09999999999
Germany,DEU,2008,1555.36694335938,1447.3285,,,1447.3
Germany,DEU,2009,1530.92834472656,1405.0559,,,1405
Germany,DEU,2010,1543.66918945312,1425.7455,,,1425.7
Germany,DEU,2011,1544.03015136719,1426.8967,,,1426.9
Germany,DEU,2012,1510.3017578125,1407.982,,,1408
Germany,DEU,2013,1487.83117675781,1396.4581,,,1396.5
Germany,DEU,2014,1494.08898925781,1400.412,,,1400.4
Germany,DEU,2015,1502.14465332031,1400.7931,,,1400.8
Germany,DEU,1950,,2428.2795,2372,,
Germany,DEU,1951,,2402.437,,,
Germany,DEU,1952,,2376.8696,,,
Germany,DEU,1953,,2351.5745,,,
Germany,DEU,1954,,2326.5483,,,
Germany,DEU,1955,,2301.7886,,,
Germany,DEU,1956,,2277.2922,,,
Germany,DEU,1957,,2253.0566,,,
Germany,DEU,1958,,2229.079,,,
Germany,DEU,1959,,2205.3567,,,
Germany,DEU,1960,,2181.8867,2144,,
Germany,DEU,1961,,2155.2598,,,
Germany,DEU,1962,,2118.1436,,,
Germany,DEU,1963,,2087.684,,,
Germany,DEU,1964,,2099.1821,,,
Germany,DEU,1965,,2084.961,,,
Germany,DEU,1966,,2058.6367,,,
Germany,DEU,1967,,2020.9154,,,
Germany,DEU,1968,,2008.4089,,,
Germany,DEU,1969,,1988.6405,,,
Germany,DEU,1970,,1973.209,1808,,
Germany,DEU,1971,,1941.2367,,,
Germany,DEU,1972,,1916.1227,,,
Germany,DEU,1973,,1885.5624,,,
Germany,DEU,1974,,1852.2788,,,
Germany,DEU,1975,,1812.5404,,,
Germany,DEU,1976,,1824.946,,,
Germany,DEU,1977,,1806.8872,,,
Germany,DEU,1978,,1787.8251,,,
Germany,DEU,1979,,1775.7859,,,
Germany,DEU,1980,,1756.7238,1696,,
Germany,DEU,1981,,1734.6519,,,
Germany,DEU,1982,,1723.6158,,,
Germany,DEU,2016,,1394.7543,,,1394.8
Germany,DEU,2017,,1391.3397,,,1391.3
Germany,DEU,2018,,1389.9318,,,1389.9
Germany,DEU,2019,,1386.1968,,,1386.09999999999
Germany,DEU,1870,,,3284,,
Germany,DEU,1880,,,3223,,
Germany,DEU,1890,,,3108,,
Germany,DEU,1900,,,3056,,
Germany,DEU,1913,,,2723,,
Germany,DEU,1929,,,2128,,
Germany,DEU,1938,,,2187,,
Greece,GRC,1983,1970.64086914062,2108.8662,,,2092
Greece,GRC,1984,1910.43041992188,2108.4956,,,2022
Greece,GRC,1985,1935.43127441406,2107.4692,,,2039
Greece,GRC,1986,1912.48840332031,2107.8125,,,2028
Greece,GRC,1987,1881.04504394531,2110.0713,,,1987
Greece,GRC,1988,1887.37573242188,2107.255,,,1975
Greece,GRC,1989,1906.54504394531,2109.304,,,2016
Greece,GRC,1990,1903.56042480469,2111.6228,,,1994
Greece,GRC,1991,1902.46069335938,2112.8909,,,2024
Greece,GRC,1992,1959.11999511719,2112.869,,,2051
Greece,GRC,1993,1971.689453125,2112.1438,,,2071
Greece,GRC,1994,1946.3701171875,2110.1987,,,2037
Greece,GRC,1995,1936.56677246094,2110.7063,,,2020
Greece,GRC,1996,1951.49438476562,2109.4004,,,2019
Greece,GRC,1997,1935.126953125,2107.9448,,,2017
Greece,GRC,1998,1943.95581054688,2108.4343,,,2018
Greece,GRC,1999,1953.22290039062,2104.8523,,,2014
Greece,GRC,2000,1931.49487304688,2107.6384,,,2017
Greece,GRC,2001,1938.87609863281,2101.1304,,,2011
Greece,GRC,2002,1938.13037109375,2093.215,,,2003
Greece,GRC,2003,1932.61352539062,2091.4788,,,2001
Greece,GRC,2004,1931.54479980469,2082.5518,,,1993
Greece,GRC,2005,1916.556640625,2136.239,,,2044
Greece,GRC,2006,1899.02111816406,2125.3364,,,2034
Greece,GRC,2007,1892.40173339844,2110.9885,,,2020
Greece,GRC,2008,1899.7001953125,2106.26,,,2015
Greece,GRC,2009,1885.85485839844,2081.2117,,,1992
Greece,GRC,2010,1867.28100585938,2019.5708,,,1933
Greece,GRC,2011,1853.28930664062,2037.7003,,,1950
Greece,GRC,2012,1842.76538085938,2055.374,,,1967
Greece,GRC,2013,1839.10778808594,2059.22,,,1971
Greece,GRC,2014,1832.08654785156,2020.8816,,,1934
Greece,GRC,2015,1838.42932128906,2031.1404,,,1944
Greece,GRC,1951,,2312.5513,,,
Greece,GRC,1952,,2302.988,,,
Greece,GRC,1953,,2293.4646,,,
Greece,GRC,1954,,2283.9802,,,
Greece,GRC,1955,,2274.5352,,,
Greece,GRC,1956,,2265.1292,,,
Greece,GRC,1957,,2255.762,,,
Greece,GRC,1958,,2246.4338,,,
Greece,GRC,1959,,2237.144,,,
Greece,GRC,1960,,2227.8926,,,
Greece,GRC,1961,,2217.9907,,,
Greece,GRC,1962,,2208.1328,,,
Greece,GRC,1963,,2198.3188,,,
Greece,GRC,1964,,2188.5483,,,
Greece,GRC,1965,,2178.8215,,,
Greece,GRC,1966,,2169.1377,,,
Greece,GRC,1967,,2159.4968,,,
Greece,GRC,1968,,2149.8992,,,
Greece,GRC,1969,,2140.3438,,,
Greece,GRC,1970,,2098.6428,,,
Greece,GRC,1971,,2099.6047,,,
Greece,GRC,1972,,2101.0935,,,
Greece,GRC,1973,,2102.546,,,
Greece,GRC,1974,,2103.9597,,,
Greece,GRC,1975,,2105.3333,,,
Greece,GRC,1976,,2106.6653,,,
Greece,GRC,1977,,2107.9543,,,
Greece,GRC,1978,,2109.6099,,,
Greece,GRC,1979,,2111.0493,,,
Greece,GRC,1980,,2111.6992,,,
Greece,GRC,1981,,2111.784,,,
Greece,GRC,1982,,2111.3945,,,
Greece,GRC,2016,,2030.0905,,,1943
Greece,GRC,2017,,2045.2413,,,1957
Greece,GRC,2018,,2044.431,,,1956
Greece,GRC,2019,,2036.4635,,,1949
Hong Kong,HKG,1960,,2723.5908,,,
Hong Kong,HKG,1961,,2703.403,,,
Hong Kong,HKG,1962,,2683.365,,,
Hong Kong,HKG,1963,,2663.4753,,,
Hong Kong,HKG,1964,,2643.733,,,
Hong Kong,HKG,1965,,2624.1372,,,
Hong Kong,HKG,1966,,2604.6865,,,
Hong Kong,HKG,1967,,2585.38,,,
Hong Kong,HKG,1968,,2566.2166,,,
Hong Kong,HKG,1969,,2547.1953,,,
Hong Kong,HKG,1970,,2528.315,,,
Hong Kong,HKG,1971,,2527.0505,,,
Hong Kong,HKG,1972,,2525.4067,,,
Hong Kong,HKG,1973,,2523.8271,,,
Hong Kong,HKG,1974,,2522.549,,,
Hong Kong,HKG,1975,,2521.6772,,,
Hong Kong,HKG,1976,,2518.0522,,,
Hong Kong,HKG,1977,,2507.4993,,,
Hong Kong,HKG,1978,,2497.362,,,
Hong Kong,HKG,1979,,2488.411,,,
Hong Kong,HKG,1980,,2477.289,,,
Hong Kong,HKG,1981,,2466.1562,,,
Hong Kong,HKG,1982,,2441.66,,,
Hong Kong,HKG,1983,,2410.825,,,
Hong Kong,HKG,1984,,2381.8462,,,
Hong Kong,HKG,1985,,2356.0828,,,
Hong Kong,HKG,1986,,2360.2485,,,
Hong Kong,HKG,1987,,2324.3064,,,
Hong Kong,HKG,1988,,2372.4387,,,
Hong Kong,HKG,1989,,2314.0312,,,
Hong Kong,HKG,1990,,2278.5217,,,
Hong Kong,HKG,1991,,2309.9045,,,
